M D Y: 11 03 2025
14:31:18:169263 Gateway 0, reading I: USB: Baudrate detected: 115200
14:56:11:501798 Gateway 0, reading I: PPS DETECTED
14:56:12:507271 Gateway 0, reading I: PPS DETECTED
14:56:13:514445 Gateway 0, reading I: PPS DETECTED
14:56:14:519293 Gateway 0, reading I: PPS DETECTED
14:56:15:527118 Gateway 0, reading I: PPS DETECTED
14:56:16:532682 Gateway 0, reading I: PPS DETECTED
14:56:17:541748 Gateway 0, reading I: PPS DETECTED
14:56:18:448181 Gateway 0, reading I: PPS DETECTED
14:56:19:218667 Gateway 0, sending b'NIBWS0129400000000000000000000000000'
14:56:19:455513 Gateway 0, reading I: PPS DETECTED
14:56:19:455513 Gateway 0, reading I: Write NIB - PPS
14:56:20:462388 Gateway 0, reading I: PPS DETECTED
14:56:21:471060 Gateway 0, reading I: PPS DETECTED
14:56:22:475651 Gateway 0, reading I: PPS DETECTED
14:56:23:482544 Gateway 0, reading I: PPS DETECTED
14:56:24:489530 Gateway 0, reading I: PPS DETECTED
14:56:25:496609 Gateway 0, reading I: PPS DETECTED
14:56:26:501778 Gateway 0, reading I: PPS DETECTED
14:56:27:507748 Gateway 0, reading I: PPS DETECTED
14:56:28:515967 Gateway 0, reading I: PPS DETECTED
14:56:29:522504 Gateway 0, reading I: PPS DETECTED
14:56:30:530130 Gateway 0, reading I: PPS DETECTED
14:56:31:536962 Gateway 0, reading I: PPS DETECTED
14:56:32:541944 Gateway 0, reading I: PPS DETECTED
14:56:33:447754 Gateway 0, reading I: PPS DETECTED
14:56:34:452964 Gateway 0, reading I: PPS DETECTED
14:56:35:460167 Gateway 0, reading I: PPS DETECTED
14:56:36:467013 Gateway 0, reading I: PPS DETECTED
14:56:37:473010 Gateway 0, reading I: PPS DETECTED
14:56:38:231487 Gateway 0, sending b'NIBWS0129400000000000000000000000000'
14:56:38:480791 Gateway 0, reading I: PPS DETECTED
14:56:38:480791 Gateway 0, reading I: Write NIB - PPS
14:56:39:488307 Gateway 0, reading I: PPS DETECTED
14:56:40:495057 Gateway 0, reading I: PPS DETECTED
14:56:41:501091 Gateway 0, reading I: PPS DETECTED
14:56:42:508468 Gateway 0, reading I: PPS DETECTED
14:56:43:514258 Gateway 0, reading I: PPS DETECTED
14:56:44:520657 Gateway 0, reading I: PPS DETECTED
14:56:45:525885 Gateway 0, reading I: PPS DETECTED
14:56:46:532578 Gateway 0, reading I: PPS DETECTED
14:56:47:538136 Gateway 0, reading I: PPS DETECTED
14:56:48:544416 Gateway 0, reading I: PPS DETECTED
14:56:49:451093 Gateway 0, reading I: PPS DETECTED
14:56:50:458393 Gateway 0, reading I: PPS DETECTED
14:56:51:467149 Gateway 0, reading I: PPS DETECTED
14:56:52:473508 Gateway 0, reading I: PPS DETECTED
14:56:52:915768 Gateway 0, sending b'NIBR\xe1\x15\x12\x976\x11'
14:56:52:977216 Gateway 0, reading I: READ FROM NIB
14:56:53:419556 Gateway 0, sending b'NIBR\xcda\xd3R\x14\x02'
14:56:53:480508 Gateway 0, reading I: READ FROM NIB
14:56:53:480508 Gateway 0, reading I: PPS DETECTED
14:56:53:922902 Gateway 0, sending b'NIBR\xe1\xd7)\x7f\xa1L'
14:56:53:984509 Gateway 0, reading I: READ FROM NIB
14:56:54:186909 Gateway 0, reading I: [E1:15:12:97:36:11 (random)] Sensor NIB read:
14:56:54:187921 Gateway 0, reading 2d52455455524e444952323446494c32302d2d2d2d2d2d2d2d2d2d2d2d2d2d2d
14:56:54:378637 Gateway 0, reading I: [CD:61:D3:52:14:02 (random)] Sensor NIB read:
14:56:54:379643 Gateway 0, reading 2d52455455524e444952333346494c32302d2d2d2d2d2d2d2d2d2d2d2d2d2d2d
14:56:54:481346 Gateway 0, reading I: PPS DETECTED
14:56:54:883487 Gateway 0, reading I: [E1:D7:29:7F:A1:4C (random)] Sensor NIB read:
14:56:54:884490 Gateway 0, reading 52455455524e444952323646494c32302d2d2d2d2d2d2d2d2d2d2d2d2d2d2d2d
14:56:55:489573 Gateway 0, reading I: PPS DETECTED
14:56:56:494797 Gateway 0, reading I: PPS DETECTED
14:56:57:500737 Gateway 0, reading I: PPS DETECTED
14:56:58:506483 Gateway 0, reading I: PPS DETECTED
14:56:59:511597 Gateway 0, reading I: PPS DETECTED
14:57:00:518663 Gateway 0, reading I: PPS DETECTED
14:57:01:527487 Gateway 0, reading I: PPS DETECTED
14:57:02:534800 Gateway 0, reading I: PPS DETECTED
14:57:03:539376 Gateway 0, reading I: PPS DETECTED
14:57:04:544697 Gateway 0, reading I: PPS DETECTED
14:57:05:450181 Gateway 0, reading I: PPS DETECTED
14:57:06:454833 Gateway 0, reading I: PPS DETECTED
14:57:07:461580 Gateway 0, reading I: PPS DETECTED
14:57:08:467248 Gateway 0, reading I: PPS DETECTED
14:57:09:473865 Gateway 0, reading I: PPS DETECTED
14:57:10:480299 Gateway 0, reading I: PPS DETECTED
14:57:11:487865 Gateway 0, reading I: PPS DETECTED
14:57:12:494174 Gateway 0, reading I: PPS DETECTED
14:57:13:501600 Gateway 0, reading I: PPS DETECTED
14:57:14:508323 Gateway 0, reading I: PPS DETECTED
14:57:15:514555 Gateway 0, reading I: PPS DETECTED
14:57:16:521194 Gateway 0, reading I: PPS DETECTED
14:57:17:528486 Gateway 0, reading I: PPS DETECTED
14:57:18:168164 Gateway 0, sending b'NIBWS0131400000000000000000000000000'
14:57:18:533629 Gateway 0, reading I: PPS DETECTED
14:57:18:533629 Gateway 0, reading I: Write NIB - PPS
14:57:19:541274 Gateway 0, reading I: PPS DETECTED
14:57:20:448214 Gateway 0, reading I: PPS DETECTED
14:57:21:453737 Gateway 0, reading I: PPS DETECTED
14:57:22:457859 Gateway 0, reading I: PPS DETECTED
14:57:23:465189 Gateway 0, reading I: PPS DETECTED
14:57:24:472752 Gateway 0, reading I: PPS DETECTED
14:57:25:479421 Gateway 0, reading I: PPS DETECTED
14:57:26:483902 Gateway 0, reading I: PPS DETECTED
14:57:27:490668 Gateway 0, reading I: PPS DETECTED
14:57:28:497984 Gateway 0, reading I: PPS DETECTED
14:57:29:503877 Gateway 0, reading I: PPS DETECTED
14:57:30:511420 Gateway 0, reading I: PPS DETECTED
14:57:31:514850 Gateway 0, reading I: PPS DETECTED
14:57:32:521666 Gateway 0, reading I: PPS DETECTED
14:57:33:526742 Gateway 0, reading I: PPS DETECTED
14:57:34:533624 Gateway 0, reading I: PPS DETECTED
14:57:35:539352 Gateway 0, reading I: PPS DETECTED
14:57:36:545625 Gateway 0, reading I: PPS DETECTED
14:57:37:451122 Gateway 0, reading I: PPS DETECTED
14:57:38:456820 Gateway 0, reading I: PPS DETECTED
14:57:39:463797 Gateway 0, reading I: PPS DETECTED
14:57:40:469793 Gateway 0, reading I: PPS DETECTED
14:57:41:477099 Gateway 0, reading I: PPS DETECTED
14:57:42:483409 Gateway 0, reading I: PPS DETECTED
14:57:43:489344 Gateway 0, reading I: PPS DETECTED
14:57:44:494689 Gateway 0, reading I: PPS DETECTED
14:57:45:501092 Gateway 0, reading I: PPS DETECTED
14:57:46:427327 Gateway 0, sending b'NIBWS0131400000000000000000000000000'
14:57:46:507752 Gateway 0, reading I: PPS DETECTED
14:57:46:507752 Gateway 0, reading I: Write NIB - PPS
14:57:47:514369 Gateway 0, reading I: PPS DETECTED
14:57:48:520955 Gateway 0, reading I: PPS DETECTED
14:57:49:529094 Gateway 0, reading I: PPS DETECTED
14:57:50:534108 Gateway 0, reading I: PPS DETECTED
14:57:51:541279 Gateway 0, reading I: PPS DETECTED
14:57:52:446559 Gateway 0, reading I: PPS DETECTED
14:57:53:453061 Gateway 0, reading I: PPS DETECTED
14:57:54:458982 Gateway 0, reading I: PPS DETECTED
14:57:55:465413 Gateway 0, reading I: PPS DETECTED
14:57:56:471035 Gateway 0, reading I: PPS DETECTED
14:57:57:476545 Gateway 0, reading I: PPS DETECTED
14:57:58:481111 Gateway 0, reading I: PPS DETECTED
14:57:59:488763 Gateway 0, reading I: PPS DETECTED
14:58:00:493519 Gateway 0, reading I: PPS DETECTED
14:58:01:501482 Gateway 0, reading I: PPS DETECTED
14:58:02:507729 Gateway 0, reading I: PPS DETECTED
14:58:03:514870 Gateway 0, reading I: PPS DETECTED
14:58:04:522973 Gateway 0, reading I: PPS DETECTED
14:58:05:528396 Gateway 0, reading I: PPS DETECTED
14:58:06:535360 Gateway 0, reading I: PPS DETECTED
14:58:07:445731 Gateway 0, sending b'NIBWS0131400000000000000000000000000'
14:58:07:542680 Gateway 0, reading I: PPS DETECTED
14:58:08:448348 Gateway 0, reading I: PPS DETECTED
14:58:08:449343 Gateway 0, reading I: Write NIB - PPS
14:58:09:456526 Gateway 0, reading I: PPS DETECTED
14:58:10:463497 Gateway 0, reading I: PPS DETECTED
14:58:11:470940 Gateway 0, reading I: PPS DETECTED
14:58:12:476140 Gateway 0, reading I: PPS DETECTED
14:58:13:482516 Gateway 0, reading I: PPS DETECTED
14:58:14:488838 Gateway 0, reading I: PPS DETECTED
14:58:15:494624 Gateway 0, reading I: PPS DETECTED
14:58:16:500110 Gateway 0, reading I: PPS DETECTED
14:58:17:507455 Gateway 0, reading I: PPS DETECTED
14:58:18:513047 Gateway 0, reading I: PPS DETECTED
14:58:19:516445 Gateway 0, reading I: PPS DETECTED
14:58:20:524496 Gateway 0, reading I: PPS DETECTED
14:58:21:531123 Gateway 0, reading I: PPS DETECTED
14:58:22:537337 Gateway 0, reading I: PPS DETECTED
14:58:23:541946 Gateway 0, reading I: PPS DETECTED
14:58:24:447410 Gateway 0, reading I: PPS DETECTED
14:58:25:143027 Gateway 0, sending b'NIBWS0131400000000000000000000000000'
14:58:25:454457 Gateway 0, reading I: PPS DETECTED
14:58:25:454457 Gateway 0, reading I: Write NIB - PPS
14:58:26:459695 Gateway 0, reading I: PPS DETECTED
14:58:27:464100 Gateway 0, reading I: PPS DETECTED
14:58:28:469226 Gateway 0, reading I: PPS DETECTED
14:58:29:476001 Gateway 0, reading I: PPS DETECTED
14:58:30:482120 Gateway 0, reading I: PPS DETECTED
14:58:31:487935 Gateway 0, reading I: PPS DETECTED
14:58:32:494223 Gateway 0, reading I: PPS DETECTED
14:58:33:500837 Gateway 0, reading I: PPS DETECTED
14:58:34:507688 Gateway 0, reading I: PPS DETECTED
14:58:35:513645 Gateway 0, reading I: PPS DETECTED
14:58:36:518402 Gateway 0, reading I: PPS DETECTED
14:58:37:523476 Gateway 0, reading I: PPS DETECTED
14:58:38:529487 Gateway 0, reading I: PPS DETECTED
14:58:39:536545 Gateway 0, reading I: PPS DETECTED
14:58:40:543475 Gateway 0, reading I: PPS DETECTED
14:58:41:448206 Gateway 0, reading I: PPS DETECTED
14:58:42:453705 Gateway 0, reading I: PPS DETECTED
14:58:43:459356 Gateway 0, reading I: PPS DETECTED
14:58:44:465291 Gateway 0, reading I: PPS DETECTED
14:58:44:854254 Gateway 0, sending b'NIBR\xe1\x15\x12\x976\x11'
14:58:44:867382 Gateway 0, reading I: READ FROM NIB
14:58:45:358694 Gateway 0, sending b'NIBR\xcda\xd3R\x14\x02'
14:58:45:370694 Gateway 0, reading I: READ FROM NIB
14:58:45:472218 Gateway 0, reading I: PPS DETECTED
14:58:45:773954 Gateway 0, reading I: [E1:15:12:97:36:11 (random)] Sensor NIB read:
14:58:45:774948 Gateway 0, reading 2d52455455524e444952323446494c32342d2d2d2d2d2d2d2d2d2d2d2d2d2d2d
14:58:45:862980 Gateway 0, sending b'NIBR\xe1\xd7)\x7f\xa1L'
14:58:46:344269 Gateway 0, reading I: READ FROM NIB
14:58:46:545821 Gateway 0, reading I: PPS DETECTED
14:58:46:646552 Gateway 0, reading I: [CD:61:D3:52:14:02 (random)] Sensor NIB read:
14:58:46:647561 Gateway 0, reading 2d52455455524e444952333346494c32342d2d2d2d2d2d2d2d2d2d2d2d2d2d2d
14:58:47:051393 Gateway 0, reading I: [E1:D7:29:7F:A1:4C (random)] Sensor NIB read:
14:58:47:052411 Gateway 0, reading 52455455524e444952323646494c32342d2d2d2d2d2d2d2d2d2d2d2d2d2d2d2d
14:58:47:455958 Gateway 0, reading I: PPS DETECTED
14:58:48:377067 Gateway 0, sending b'NIBWS0131400000000000000000000000000'
14:58:48:463104 Gateway 0, reading I: PPS DETECTED
14:58:48:463104 Gateway 0, reading I: Write NIB - PPS
14:58:49:469682 Gateway 0, reading I: PPS DETECTED
14:58:50:477368 Gateway 0, reading I: PPS DETECTED
14:58:51:482738 Gateway 0, reading I: PPS DETECTED
14:58:52:487618 Gateway 0, reading I: PPS DETECTED
14:58:53:493548 Gateway 0, reading I: PPS DETECTED
14:58:54:500047 Gateway 0, reading I: PPS DETECTED
14:58:55:506146 Gateway 0, reading I: PPS DETECTED
14:58:56:511647 Gateway 0, reading I: PPS DETECTED
14:58:57:517305 Gateway 0, reading I: PPS DETECTED
14:58:58:524614 Gateway 0, reading I: PPS DETECTED
14:58:59:530734 Gateway 0, reading I: PPS DETECTED
14:59:00:538087 Gateway 0, reading I: PPS DETECTED
14:59:01:545217 Gateway 0, reading I: PPS DETECTED
14:59:02:451919 Gateway 0, reading I: PPS DETECTED
14:59:03:457814 Gateway 0, reading I: PPS DETECTED
14:59:04:464610 Gateway 0, reading I: PPS DETECTED
14:59:04:977257 Gateway 0, sending b'NIBWS0131400000000000000000000000000'
14:59:05:471083 Gateway 0, reading I: PPS DETECTED
14:59:05:471083 Gateway 0, reading I: Write NIB - PPS
14:59:06:477883 Gateway 0, reading I: PPS DETECTED
14:59:07:484623 Gateway 0, reading I: PPS DETECTED
14:59:08:490003 Gateway 0, reading I: PPS DETECTED
14:59:09:494982 Gateway 0, reading I: PPS DETECTED
14:59:10:501740 Gateway 0, reading I: PPS DETECTED
14:59:11:505651 Gateway 0, reading I: PPS DETECTED
14:59:12:510211 Gateway 0, reading I: PPS DETECTED
14:59:13:515935 Gateway 0, reading I: PPS DETECTED
14:59:14:520610 Gateway 0, reading I: PPS DETECTED
14:59:15:527486 Gateway 0, reading I: PPS DETECTED
14:59:16:533052 Gateway 0, reading I: PPS DETECTED
14:59:17:539804 Gateway 0, reading I: PPS DETECTED
14:59:18:445832 Gateway 0, reading I: PPS DETECTED
14:59:19:451675 Gateway 0, reading I: PPS DETECTED
14:59:20:456993 Gateway 0, reading I: PPS DETECTED
14:59:21:463597 Gateway 0, reading I: PPS DETECTED
14:59:21:671507 Gateway 0, sending b'NIBWS0131400000000000000000000000000'
14:59:22:469002 Gateway 0, reading I: PPS DETECTED
14:59:22:469002 Gateway 0, reading I: Write NIB - PPS
14:59:23:475997 Gateway 0, reading I: PPS DETECTED
14:59:24:482453 Gateway 0, reading I: PPS DETECTED
14:59:25:488047 Gateway 0, reading I: PPS DETECTED
14:59:26:494478 Gateway 0, reading I: PPS DETECTED
14:59:27:500515 Gateway 0, reading I: PPS DETECTED
14:59:28:506736 Gateway 0, reading I: PPS DETECTED
14:59:29:512998 Gateway 0, reading I: PPS DETECTED
14:59:30:524898 Gateway 0, reading I: PPS DETECTED
14:59:31:530651 Gateway 0, reading I: PPS DETECTED
14:59:32:538047 Gateway 0, reading I: PPS DETECTED
14:59:33:543028 Gateway 0, reading I: PPS DETECTED
14:59:34:448961 Gateway 0, reading I: PPS DETECTED
14:59:35:456370 Gateway 0, reading I: PPS DETECTED
14:59:36:463463 Gateway 0, reading I: PPS DETECTED
14:59:37:060447 Gateway 0, sending b'NIBR\xe1\x15\x12\x976\x11'
14:59:37:166644 Gateway 0, reading I: READ FROM NIB
14:59:37:469120 Gateway 0, reading I: PPS DETECTED
14:59:37:563343 Gateway 0, sending b'NIBR\xcda\xd3R\x14\x02'
14:59:37:570483 Gateway 0, reading I: READ FROM NIB
14:59:37:973726 Gateway 0, reading I: [E1:15:12:97:36:11 (random)] Sensor NIB read:
14:59:37:974726 Gateway 0, reading 2d52455455524e444952323446494c32372d2d2d2d2d2d2d2d2d2d2d2d2d2d2d
14:59:38:065948 Gateway 0, sending b'NIBR\xe1\xd7)\x7f\xa1L'
14:59:38:542332 Gateway 0, reading I: READ FROM NIB
14:59:38:543337 Gateway 0, reading I: PPS DETECTED
14:59:38:844908 Gateway 0, reading I: [CD:61:D3:52:14:02 (random)] Sensor NIB read:
14:59:38:845909 Gateway 0, reading 2d52455455524e444952333346494c32372d2d2d2d2d2d2d2d2d2d2d2d2d2d2d
14:59:39:451987 Gateway 0, reading I: PPS DETECTED
14:59:40:457637 Gateway 0, reading I: PPS DETECTED
14:59:41:060761 Gateway 0, reading I: [E1:D7:29:7F:A1:4C (random)] Sensor NIB read:
14:59:41:061767 Gateway 0, reading 52455455524e444952323646494c32372d2d2d2d2d2d2d2d2d2d2d2d2d2d2d2d
14:59:41:464746 Gateway 0, reading I: PPS DETECTED
14:59:42:471327 Gateway 0, reading I: PPS DETECTED
14:59:43:098441 Gateway 0, sending b'NIBWS0131400000000000000000000000000'
14:59:43:478001 Gateway 0, reading I: PPS DETECTED
14:59:43:478001 Gateway 0, reading I: Write NIB - PPS
14:59:44:484251 Gateway 0, reading I: PPS DETECTED
14:59:45:490232 Gateway 0, reading I: PPS DETECTED
14:59:46:498469 Gateway 0, reading I: PPS DETECTED
14:59:47:505546 Gateway 0, reading I: PPS DETECTED
14:59:48:513810 Gateway 0, reading I: PPS DETECTED
14:59:49:519208 Gateway 0, reading I: PPS DETECTED
14:59:50:526956 Gateway 0, reading I: PPS DETECTED
14:59:51:532442 Gateway 0, reading I: PPS DETECTED
14:59:52:540474 Gateway 0, reading I: PPS DETECTED
14:59:53:446222 Gateway 0, reading I: PPS DETECTED
14:59:54:450929 Gateway 0, reading I: PPS DETECTED
14:59:55:457953 Gateway 0, reading I: PPS DETECTED
14:59:56:466053 Gateway 0, reading I: PPS DETECTED
14:59:57:471947 Gateway 0, reading I: PPS DETECTED
14:59:58:479634 Gateway 0, reading I: PPS DETECTED
14:59:59:486801 Gateway 0, reading I: PPS DETECTED
15:00:00:494185 Gateway 0, reading I: PPS DETECTED
15:00:01:000492 Gateway 0, sending b'NIBWS0131400000000000000000000000000'
15:00:01:500478 Gateway 0, reading I: PPS DETECTED
15:00:01:500478 Gateway 0, reading I: Write NIB - PPS
15:00:02:507975 Gateway 0, reading I: PPS DETECTED
15:00:03:514361 Gateway 0, reading I: PPS DETECTED
15:00:04:518229 Gateway 0, reading I: PPS DETECTED
15:00:05:525646 Gateway 0, reading I: PPS DETECTED
15:00:06:531756 Gateway 0, reading I: PPS DETECTED
15:00:07:539188 Gateway 0, reading I: PPS DETECTED
15:00:08:543547 Gateway 0, reading I: PPS DETECTED
15:00:09:446892 Gateway 0, reading I: PPS DETECTED
15:00:10:453693 Gateway 0, reading I: PPS DETECTED
15:00:11:460148 Gateway 0, reading I: PPS DETECTED
15:00:12:466199 Gateway 0, reading I: PPS DETECTED
15:00:13:471457 Gateway 0, reading I: PPS DETECTED
15:00:14:476110 Gateway 0, reading I: PPS DETECTED
15:00:15:180375 Gateway 0, sending b'NIBR\xe1\x15\x12\x976\x11'
15:00:15:280826 Gateway 0, reading I: READ FROM NIB
15:00:15:482330 Gateway 0, reading I: PPS DETECTED
15:00:15:683653 Gateway 0, sending b'NIBR\xcda\xd3R\x14\x02'
15:00:15:784355 Gateway 0, reading I: READ FROM NIB
15:00:16:186462 Gateway 0, sending b'NIBR\xe1\xd7)\x7f\xa1L'
15:00:16:287030 Gateway 0, reading I: READ FROM NIB
15:00:16:388145 Gateway 0, reading I: [E1:15:12:97:36:11 (random)] Sensor NIB read:
15:00:16:389159 Gateway 0, reading 2d52455455524e444952323446494c32392d2d2d2d2d2d2d2d2d2d2d2d2d2d2d
15:00:16:658265 Gateway 0, reading I: PPS DETECTED
15:00:16:659261 Gateway 0, reading I: [CD:61:D3:52:14:02 (random)] Sensor NIB read:
15:00:16:660261 Gateway 0, reading 2d52455455524e444952333346494c32392d2d2d2d2d2d2d2d2d2d2d2d2d2d2d
15:00:17:063538 Gateway 0, reading I: [E1:D7:29:7F:A1:4C (random)] Sensor NIB read:
15:00:17:064487 Gateway 0, reading 52455455524e444952323646494c32392d2d2d2d2d2d2d2d2d2d2d2d2d2d2d2d
15:00:17:469268 Gateway 0, reading I: PPS DETECTED
15:00:18:475512 Gateway 0, reading I: PPS DETECTED
15:00:18:902289 Gateway 0, sending b'NIBWS0131400000000000000000000000000'
15:00:19:483504 Gateway 0, reading I: PPS DETECTED
15:00:19:483504 Gateway 0, reading I: Write NIB - PPS
15:00:20:489509 Gateway 0, reading I: PPS DETECTED
15:00:21:496071 Gateway 0, reading I: PPS DETECTED
15:00:22:503837 Gateway 0, reading I: PPS DETECTED
15:00:23:510471 Gateway 0, reading I: PPS DETECTED
15:00:24:518294 Gateway 0, reading I: PPS DETECTED
15:00:25:523728 Gateway 0, reading I: PPS DETECTED
15:00:26:529751 Gateway 0, reading I: PPS DETECTED
15:00:27:535541 Gateway 0, reading I: PPS DETECTED
15:00:28:542584 Gateway 0, reading I: PPS DETECTED
15:00:29:450993 Gateway 0, reading I: PPS DETECTED
15:00:30:457525 Gateway 0, reading I: PPS DETECTED
15:00:31:464361 Gateway 0, reading I: PPS DETECTED
15:00:32:469969 Gateway 0, reading I: PPS DETECTED
15:00:33:080487 Gateway 0, sending b'NIBR\xe1\x15\x12\x976\x11'
15:00:33:173857 Gateway 0, reading I: READ FROM NIB
15:00:33:475884 Gateway 0, reading I: PPS DETECTED
15:00:33:583277 Gateway 0, sending b'NIBR\xcda\xd3R\x14\x02'
15:00:33:677324 Gateway 0, reading I: READ FROM NIB
15:00:33:778079 Gateway 0, reading I: [E1:15:12:97:36:11 (random)] Sensor NIB read:
15:00:33:779076 Gateway 0, reading 2d52455455524e444952323446494c33302d2d2d2d2d2d2d2d2d2d2d2d2d2d2d
15:00:34:087524 Gateway 0, sending b'NIBR\xe1\xd7)\x7f\xa1L'
15:00:34:490809 Gateway 0, reading I: READ FROM NIB
15:00:34:491818 Gateway 0, reading I: PPS DETECTED
15:00:34:592500 Gateway 0, reading I: [CD:61:D3:52:14:02 (random)] Sensor NIB read:
15:00:34:593491 Gateway 0, reading 2d52455455524e444952333346494c33302d2d2d2d2d2d2d2d2d2d2d2d2d2d2d
15:00:35:002456 Gateway 0, reading I: [E1:D7:29:7F:A1:4C (random)] Sensor NIB read:
15:00:35:103019 Gateway 0, reading 52455455524e444952323646494c33302d2d2d2d2d2d2d2d2d2d2d2d2d2d2d2d
15:00:35:506591 Gateway 0, reading I: PPS DETECTED
15:00:36:513918 Gateway 0, reading I: PPS DETECTED
15:00:37:518351 Gateway 0, reading I: PPS DETECTED
15:00:38:525028 Gateway 0, reading I: PPS DETECTED
15:00:39:531485 Gateway 0, reading I: PPS DETECTED
15:00:40:539954 Gateway 0, reading I: PPS DETECTED
15:00:41:446482 Gateway 0, reading I: PPS DETECTED
15:00:42:452051 Gateway 0, reading I: PPS DETECTED
15:00:43:456947 Gateway 0, reading I: PPS DETECTED
15:00:44:462774 Gateway 0, reading I: PPS DETECTED
15:00:45:468010 Gateway 0, reading I: PPS DETECTED
15:00:46:473537 Gateway 0, reading I: PPS DETECTED
15:00:47:480086 Gateway 0, reading I: PPS DETECTED
